RT,trial,run,task,deltaPed,coherence,contrast,trialNum,correct,lAvgCon,rAvgCon,lAvgCoh,rAvgCoh,side,direction,conPedestal,cohPedestal,isCatch
0.34736,19,1,2,0.26667,0.25,0.60653,19,1,0.60653,0.74537,0.25,0.25,2,-1,4,3,0
1.2802,20,1,1,0.14957,0.45,0.2636,20,0,0.2636,0.2636,0.45,0.52787,2,1,2,4,1
0.22473,21,1,2,0.13333,0.05,0.39985,21,1,0.46927,0.39985,0.05,0.05,1,-1,3,1,0
0.31745,22,1,2,0.066667,0.05,0.17377,22,1,0.20848,0.17377,0.05,0.05,1,1,1,1,0
0.32782,23,1,1,0.42741,0.05,0.2636,23,1,0.2636,0.2636,0.05,0.27252,2,1,2,1,1
0.33059,24,1,1,0.30119,0.125,0.2636,24,1,0.2636,0.2636,0.28181,0.125,1,1,2,2,1
0.27665,25,1,2,0.13333,0.05,0.2636,25,1,0.2636,0.33301,0.05,0.05,2,1,2,1,0
0.3425,26,1,2,0.23333,0.125,0.60653,26,1,0.60653,0.72801,0.125,0.125,2,1,4,2,0
0.31323,27,1,2,0.066667,0.05,0.17377,27,1,0.20848,0.17377,0.05,0.05,1,1,1,1,0
0.32488,28,1,2,0.13333,0.05,0.2636,28,1,0.2636,0.33301,0.05,0.05,2,1,2,1,0
0.2474,29,1,2,0.23333,0.25,0.60653,29,1,0.72801,0.60653,0.25,0.25,1,1,4,3,0
0.40265,30,1,2,0.066667,0.05,0.2636,30,1,0.29831,0.2636,0.05,0.05,1,-1,2,1,0
0.35838,31,1,2,0.066667,0.125,0.39985,31,1,0.39985,0.43456,0.125,0.125,2,1,3,2,0
0.82315,32,1,1,0.42741,0.45,0.60653,32,1,0.60653,0.60653,0.67252,0.45,1,-1,4,4,1
0.23751,33,1,2,0.066667,0.125,0.17377,33,1,0.17377,0.20848,0.125,0.125,2,1,1,2,0
0.24928,34,1,2,0.066667,0.45,0.2636,34,1,0.29831,0.2636,0.45,0.45,1,-1,2,4,0
0.24465,35,1,2,0.066667,0.25,0.2636,35,1,0.29831,0.2636,0.25,0.25,1,1,2,3,0
0.27623,36,1,1,0.21225,0.05,0.2636,36,1,0.2636,0.2636,0.05,0.1605,2,-1,2,1,1
0.85456,37,1,2,0.001,0.125,0.17377,37,0,0.17377,0.17429,0.125,0.125,2,1,1,2,0
0.38354,38,1,2,0.066667,0.125,0.39985,38,1,0.39985,0.43456,0.125,0.125,2,1,3,2,0
0.30737,39,1,1,0.42741,0.25,0.2636,39,0,0.2636,0.2636,0.25,0.47252,2,1,2,3,1
0.29569,40,1,2,0.001,0.45,0.2636,40,0,0.26412,0.2636,0.45,0.45,1,1,2,4,0
NaN,41,1,1,0.14957,0.45,0.60653,41,NaN,0.60653,0.60653,0.45,0.52787,2,1,4,4,1
0.28081,42,1,2,0.067667,0.05,0.17377,42,1,0.209,0.17377,0.05,0.05,1,-1,1,1,0
0.31429,43,1,2,0.067667,0.25,0.2636,43,1,0.2636,0.29883,0.25,0.25,2,1,2,3,0
0.30112,44,1,2,0.067667,0.125,0.17377,44,1,0.209,0.17377,0.125,0.125,1,-1,1,2,0
0.23585,45,1,2,0.067667,0.25,0.17377,45,1,0.209,0.17377,0.25,0.25,1,1,1,3,0
0.21845,46,1,2,0.067667,0.125,0.2636,46,1,0.29883,0.2636,0.125,0.125,1,1,2,2,0
0.33273,47,1,2,0.034333,0.25,0.17377,47,1,0.19165,0.17377,0.25,0.25,1,1,1,3,0
0.3491,48,1,2,0.034333,0.125,0.17377,48,1,0.19165,0.17377,0.125,0.125,1,-1,1,2,0
NaN,49,1,1,0.42741,0.05,0.39985,49,NaN,0.39985,0.39985,0.05,0.27252,2,1,3,1,1
