trial,RT,correct,response,interval,tPos,tGen,tCon1,tCon2,tNoi1,tNoi2,dPed,img,ped,pedRand,cues
39,0.32838,1,1,1,3,2,0.4,0.4,0.47478,0.2227,0.25208,9,2,4,4
40,0.29992,1,1,1,4,2,0.25,0.25,0.7104,0.32082,0.38958,2,3,3,4
41,0.58956,1,1,1,2,2,0.15,0.15,0.45187,0.2227,0.22917,15,2,2,4
42,0.92126,1,2,2,2,1,0.15,0.15,0.2227,0.45187,0.22917,13,2,2,4
43,0.44503,1,2,2,4,1,0.4,0.4,0.43782,0.64507,0.20725,9,4,4,4
44,0.65459,1,2,2,2,1,0.15,0.15,0.43782,0.62216,0.18433,20,4,2,4
45,0.32223,1,1,1,2,2,0.4,0.4,0.4364,0.32082,0.11558,12,3,4,1
46,0.26995,1,1,1,2,2,0.4,0.4,0.4364,0.32082,0.11558,17,3,4,1
47,0.35154,1,1,1,3,2,0.4,0.4,0.33828,0.2227,0.11558,9,2,4,1
48,0.27532,1,1,1,2,2,0.25,0.25,0.41349,0.32082,0.092667,15,3,3,1
49,0.27684,1,1,1,1,1,0.15,0.15,0.41349,0.32082,0.092667,8,3,2,1
50,0.44052,1,1,1,2,1,0.15,0.15,0.68749,0.32082,0.36667,6,3,2,4
51,0.38822,0,2,1,3,2,0.25,0.25,0.53049,0.43782,0.092667,3,4,3,1
52,0.36583,1,2,2,4,1,0.4,0.4,0.2227,0.33828,0.11558,9,2,4,1
53,0.44152,0,1,2,2,2,0.15,0.15,0.2227,0.33828,0.11558,3,2,2,1
54,0.78924,1,2,2,4,1,0.15,0.15,0.43782,0.62216,0.18433,9,4,2,4
55,0.37484,1,2,2,3,1,0.4,0.4,0.2227,0.45187,0.22917,2,2,4,4
56,0.65842,1,1,1,1,1,0.15,0.15,0.42895,0.2227,0.20625,5,2,2,4
57,0.1742,1,2,2,4,1,0.15,0.15,0.32082,0.41349,0.092667,15,3,2,1
58,0.99176,1,1,1,3,1,0.25,0.25,0.42895,0.2227,0.20625,15,2,3,4
59,0.33142,1,1,1,2,1,0.25,0.25,0.39057,0.32082,0.06975,16,3,3,1
60,0.15718,1,2,2,1,2,0.25,0.25,0.2227,0.3612,0.1385,20,2,3,1
61,0.32082,0,1,2,4,2,0.25,0.25,0.2227,0.3612,0.1385,11,2,3,1
62,0.24442,1,1,1,4,2,0.4,0.4,0.38412,0.2227,0.16142,1,2,4,1
63,0.32605,1,2,2,2,1,0.15,0.15,0.2227,0.38412,0.16142,10,2,2,1
64,0.6578,1,1,1,1,1,0.1,NaN,0.56218,NaN,0.18433,14,4,3,4
65,0.5731,1,1,1,3,1,0.6,NaN,0.32082,NaN,0.36667,5,3,2,4
66,0.35109,1,2,2,3,1,0.15,NaN,0.14805,NaN,0.36667,3,3,2,4
67,0.37073,1,1,1,3,2,0.6,NaN,0.43782,NaN,0.20625,7,2,3,4
68,0.27635,1,1,1,1,2,0.4,NaN,0.2227,NaN,0.34375,15,3,4,4
69,0.54377,1,2,2,2,1,0.4,NaN,0.14805,NaN,0.18333,13,2,3,4
70,0.32363,1,1,1,3,2,0.4,NaN,0.2227,NaN,0.06975,8,3,2,1
71,0.32529,1,2,2,2,2,0.6,NaN,0.2227,NaN,0.16142,11,2,2,1
72,0.29704,1,2,2,1,1,0.1,NaN,0.43782,NaN,0.16142,10,4,4,4
