trial,RT,correct,response,interval,tPos,tGen,tCon1,tCon2,tNoi1,tNoi2,dPed,img,ped,pedRand,cues
26,0.3508,1,2,2,1,1,0.15,0.15,0.43782,0.57084,0.13301,13,4,2,4
27,0.30644,1,1,1,3,2,0.4,0.4,0.58027,0.43782,0.14245,16,4,4,1
28,0.38014,0,2,1,2,1,0.15,0.15,0.31289,0.2227,0.090188,9,2,2,1
29,0.27975,1,1,1,4,2,0.4,0.4,0.46188,0.32082,0.14106,16,3,4,1
30,0.74747,0,2,1,2,1,0.15,0.15,0.58027,0.43782,0.14245,4,4,2,1
31,0.31716,1,1,1,1,1,0.4,0.4,0.42662,0.32082,0.1058,11,3,4,1
32,0.69673,0,2,1,4,1,0.25,0.25,0.45065,0.2227,0.22795,1,2,3,4
33,1.1724,0,2,1,1,2,0.4,0.4,0.51541,0.32082,0.19459,2,3,4,4
34,0.30209,1,2,2,4,2,0.15,0.15,0.32082,0.42662,0.1058,6,3,2,1
35,0.87369,1,2,2,1,2,0.25,0.25,0.43782,0.50433,0.066507,7,4,3,4
36,0.25339,1,1,1,3,1,0.25,0.25,0.42662,0.32082,0.1058,13,3,3,1
37,0.29505,1,1,1,1,2,0.25,0.25,0.35798,0.2227,0.13528,11,2,3,1
38,0.28268,1,1,1,4,1,0.15,0.15,0.35798,0.2227,0.13528,14,2,2,1
39,0.37239,1,1,1,1,1,0.4,0.4,0.48865,0.2227,0.26594,18,2,4,4
40,0.80802,1,2,2,1,2,0.4,0.4,0.43782,0.50433,0.066507,15,4,4,4
41,0.74766,1,2,2,1,1,0.4,0.4,0.43782,0.50433,0.066507,10,4,4,4
42,0.70128,0,2,1,2,1,0.4,0.4,0.48865,0.2227,0.26594,9,2,4,4
43,0.28893,0,1,2,3,2,0.15,0.15,0.32082,0.40898,0.088163,8,3,2,1
44,0.29263,1,1,1,3,1,0.4,0.4,0.61588,0.43782,0.17806,7,4,4,1
45,0.32624,1,2,2,1,2,0.4,0.4,0.32082,0.42662,0.1058,3,3,4,1
46,0.36202,1,1,1,2,1,0.25,0.25,0.61271,0.32082,0.29189,10,3,3,4
47,0.63758,1,2,2,3,1,0.4,0.4,0.32082,0.61271,0.29189,7,3,4,4
48,0.39934,1,1,1,4,1,0.15,0.15,0.61271,0.32082,0.29189,5,3,2,4
49,0.57094,0,1,2,1,1,0.25,0.25,0.2227,0.52664,0.30394,11,2,3,4
50,1.3005,1,1,1,2,2,0.25,0.25,0.56463,0.2227,0.34193,19,2,3,4
51,0.41623,1,1,1,1,2,0.15,0.15,0.35798,0.2227,0.13528,12,2,2,1
52,0.30787,1,1,1,4,1,0.15,0.15,0.42662,0.32082,0.1058,8,3,2,1
53,0.42156,1,2,2,3,2,0.15,0.15,0.32082,0.56406,0.24324,7,3,2,4
54,0.44925,1,2,2,2,2,0.15,0.15,0.43782,0.61588,0.17806,13,4,2,1
55,0.2689,1,2,2,2,1,0.4,0.4,0.43782,0.61588,0.17806,2,4,4,1
56,0.65459,1,1,1,1,2,0.15,0.15,0.56463,0.2227,0.34193,9,2,2,4
57,0.52219,1,1,1,3,2,0.4,0.4,0.33544,0.2227,0.11274,14,2,4,1
58,0.83788,0,2,1,1,1,0.15,0.15,0.56406,0.32082,0.24324,18,3,2,4
59,0.32748,1,1,1,2,1,0.15,0.15,0.33544,0.2227,0.11274,7,2,2,1
60,0.30717,1,1,1,4,1,0.4,0.4,0.33544,0.2227,0.11274,19,2,4,1
61,0.28484,0,1,2,3,1,0.25,0.25,0.32082,0.42662,0.1058,15,3,3,1
62,0.29649,0,1,2,3,1,0.25,0.25,0.2227,0.31289,0.090188,12,2,3,1
63,0.30813,1,1,1,4,1,0.15,0.15,0.44425,0.32082,0.12343,18,3,2,1
64,1.1578,1,1,1,4,2,0.15,NaN,0.56218,NaN,0.001,3,4,2,4
65,0.36947,1,1,1,4,2,0.6,NaN,0.32082,NaN,0.14245,7,4,3,1
66,0.46903,1,1,1,1,1,0.25,0.25,0.54466,0.43782,0.29189,6,3,3,4
67,0.87873,1,2,2,1,2,0.4,NaN,0.56218,NaN,0.001,1,4,3,4
68,0.45842,0,1,2,1,2,0.6,NaN,0.32082,NaN,0.001,14,4,2,4
69,0.31801,0,2,1,2,2,0.4,NaN,0.2227,NaN,0.11274,16,2,3,1
70,0.33568,1,1,1,1,2,0.6,NaN,0.32082,NaN,0.34193,2,2,4,4
71,0.30739,1,2,2,4,2,0.4,NaN,0.43782,NaN,0.14245,11,4,2,1
72,0.30896,1,1,1,3,2,0.25,0.25,0.63734,0.43782,0.14245,9,4,4,1
