trial,RT,correct,response,interval,tPos,tGen,tCon1,tCon2,tNoi1,tNoi2,dPed,img,ped,pedRand,cues
22,0.58,1,2,2,3,1,0.4,0.4,0.43782,0.62116,0.18333,15,4,4,1
23,0.54979,1,2,2,3,2,0.15,0.15,0.43782,0.80449,0.36667,2,4,2,4
24,0.24934,1,1,1,4,2,0.4,0.4,0.69805,0.14805,0.55,7,2,4,1
25,0.27704,1,1,1,1,1,0.4,0.4,0.62116,0.43782,0.18333,7,4,4,1
26,0.23872,1,2,2,4,2,0.25,0.25,0.26894,0.63561,0.36667,6,3,3,1
27,0.57038,1,1,1,4,2,0.15,0.15,0.69805,0.14805,0.55,9,2,2,4
28,0.30999,1,2,2,4,1,0.4,0.4,0.26894,0.63561,0.36667,9,3,4,4
29,0.31964,1,2,2,1,1,0.4,0.4,0.43782,0.80449,0.36667,8,4,4,4
30,0.28329,1,2,2,1,1,0.15,0.15,0.43782,0.62116,0.18333,12,4,2,1
31,0.99703,0,2,1,4,1,0.25,0.25,0.51471,0.14805,0.36667,4,2,3,4
32,0.29674,1,2,2,4,2,0.4,0.4,0.14805,0.69805,0.55,10,2,4,4
33,0.3163,1,2,2,2,1,0.15,0.15,0.14805,0.51471,0.36667,4,2,2,1
34,0.39797,1,1,1,3,2,0.15,0.15,0.63561,0.26894,0.36667,4,3,2,4
35,0.47358,1,2,2,1,1,0.4,0.4,0.14805,0.51471,0.36667,8,2,4,1
36,0.42129,1,1,1,3,2,0.4,0.4,0.45227,0.26894,0.18333,17,3,4,4
37,0.31898,1,1,1,2,2,0.15,0.15,0.51471,0.14805,0.36667,5,2,2,1
38,0.29064,1,2,2,4,2,0.25,0.25,0.14805,0.33138,0.18333,11,2,3,1
39,0.32421,1,2,2,3,1,0.25,0.25,0.43782,0.80449,0.36667,3,4,3,4
40,0.31193,1,2,2,3,1,0.25,0.25,0.14805,0.33138,0.18333,10,2,3,1
41,0.24357,1,1,1,1,2,0.4,0.4,0.69805,0.14805,0.55,16,2,4,4
42,0.38927,1,2,2,3,1,0.25,0.25,0.43782,0.62116,0.18333,16,4,3,4
43,0.28884,1,1,1,1,1,0.4,0.4,0.63561,0.26894,0.36667,9,3,4,1
44,0.32457,1,2,2,1,1,0.4,0.4,0.26894,0.45227,0.18333,16,3,4,1
45,0.61419,1,1,1,2,2,0.4,0.4,0.62116,0.43782,0.18333,18,4,4,4
46,0.29782,1,1,1,3,1,0.25,0.25,0.45227,0.26894,0.18333,13,3,3,1
47,0.32557,1,1,1,1,1,0.4,0.4,0.45227,0.26894,0.18333,13,3,4,4
48,0.34311,1,2,2,2,1,0.15,0.15,0.43782,0.62116,0.18333,14,4,2,4
49,0.29077,1,1,1,1,2,0.15,0.15,0.69805,0.14805,0.55,9,2,2,4
50,0.28449,1,1,1,1,2,0.15,0.15,0.45227,0.26894,0.18333,12,3,2,1
51,0.31217,1,2,2,2,1,0.25,0.25,0.43782,0.43882,0.001,12,4,3,1
52,0.45178,0,1,2,3,2,0.4,0.4,0.43782,0.43882,0.001,7,4,4,4
53,0.60544,0,2,1,2,1,0.25,0.25,0.45227,0.26894,0.18333,19,3,3,4
54,0.3132,1,2,2,2,1,0.25,0.25,0.14805,0.60638,0.45833,8,2,3,4
55,0.2687,1,2,2,2,2,0.15,0.15,0.14805,0.33138,0.18333,7,2,2,1
56,0.33438,1,1,1,2,1,0.25,0.25,0.14905,0.14805,0.001,14,2,3,1
57,0.44207,0,2,1,3,1,0.15,0.15,0.43882,0.43782,0.001,4,4,2,1
58,0.34969,1,2,2,2,2,0.15,0.15,0.26894,0.63561,0.36667,9,3,2,4
59,0.47142,1,2,2,4,2,0.4,0.4,0.43782,0.62216,0.18433,4,4,4,4
60,0.31508,1,2,2,3,1,0.25,0.25,0.14805,0.60638,0.45833,16,2,3,4
61,0.30069,1,1,1,2,2,0.15,0.15,0.14905,0.14805,0.001,15,2,2,1
62,0.43237,1,1,1,3,1,0.15,0.15,0.63561,0.26894,0.36667,5,3,2,4
63,0.29994,1,2,2,1,2,0.25,0.25,0.43782,0.62216,0.18433,13,4,3,4
64,0.29366,1,1,1,4,2,0.1,NaN,0.075858,NaN,0.001,1,3,3,1
65,0.43341,0,2,1,4,1,0.15,NaN,0.43782,NaN,0.001,16,2,4,1
66,0.92498,0,2,1,4,2,0.4,0.4,0.81894,0.26894,0.45833,8,2,2,4
67,0.31862,0,2,1,1,2,0.15,NaN,0.14805,NaN,0.001,7,3,2,1
68,0.25834,1,2,2,4,2,0.15,0.15,0.43782,0.98782,0.55,18,2,4,4
69,0.34199,1,1,1,2,2,0.1,NaN,0.26894,NaN,0.55,20,2,4,4
70,0.88761,0,2,1,1,2,0.4,NaN,0.26894,NaN,0.36667,5,3,3,4
71,0.28325,1,2,2,2,1,0.25,NaN,0.26894,NaN,0.18433,9,3,3,1
72,0.31697,1,2,2,2,1,0.15,0.15,0.81894,0.26894,0.18433,3,4,3,1
